@RELATION all

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE kills NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE class {"win","lose"}

@DATA
"Sniper","CrystalMaiden","Necrophos","SpiritBreaker","Slark",24,2493,"win"
"StormSpirit","Lina","Juggernaut","LegionCommander","OgreMagi",-24,2493,"lose"
"NagaSiren","Terrorblade","LegionCommander","Slark","KeeperoftheLight",-15,1824,"lose"
"FacelessVoid","BountyHunter","Mirana","Silencer","Juggernaut",15,1824,"win"
"Tinker","Techies","FacelessVoid","CrystalMaiden","PhantomAssassin",-3,1037,"lose"
"Mirana","Weaver","EmberSpirit","Magnus","SpiritBreaker",18,1556,"win"
"Tinker","EmberSpirit","Magnus","Lina","Huskar",-28,2519,"lose"
"Pudge","PhantomAssassin","Sven","Mirana","Riki",28,2519,"win"
"FacelessVoid","CrystalMaiden","Enchantress","Gyrocopter","Omniknight",-56,1828,"lose"
"BountyHunter","DeathProphet","DragonKnight","Sniper","Lich",56,1828,"win"
"Mirana","Earthshaker","ShadowFiend","DrowRanger","Lion",-14,3421,"win"
"SandKing","Zeus","Slark","Lich","PhantomLancer",14,3421,"lose"
"PhantomAssassin","Mirana","Spectre","LegionCommander","Kunkka",26,2159,"win"
"DeathProphet","NagaSiren","Pudge","Viper","Earthshaker",-26,2159,"lose"
"Slark","Windranger","Bloodseeker","Clinkz","Rubick",-24,2365,"lose"
"Lion","StormSpirit","Anti-Mage","SkywrathMage","Riki",24,2365,"win"
"Chen","Juggernaut","Necrophos","Ursa","Mirana",26,2287,"win"
"Lina","ShadowFiend","Pudge","WraithKing","Timbersaw",17,2609,"win"
"DrowRanger","Axe","Riki","LegionCommander","Lion",-17,2609,"lose"
"Sniper","Axe","OgreMagi","ShadowDemon","ShadowFiend",-22,2096,"lose"
"Anti-Mage","Invoker","Earthshaker","Lina","Nature'sProphet",22,2096,"win"
"Timbersaw","WitchDoctor","SkywrathMage","Sniper","FacelessVoid",28,2269,"win"
"FacelessVoid","CrystalMaiden","Huskar","Ursa","DarkSeer",37,1849,"win"
"Juggernaut","LegionCommander","Slardar","Morphling","Sniper",-37,1849,"lose"
"Slark","PhantomLancer","Sniper","Mirana","Earthshaker",-19,2786,"lose"
"ElderTitan","Gyrocopter","CrystalMaiden","PhantomAssassin","Abaddon",19,2786,"win"
"ShadowFiend","Lifestealer","DrowRanger","Bristleback","Windranger",-12,3166,"lose"
"Juggernaut","Sniper","PhantomAssassin","Ursa","Sven",12,3166,"win"
"Lifestealer","Oracle","Bristleback","PhantomAssassin","Slark",5,1708,"win"
"PhantomAssassin","WitchDoctor","Weaver","Tinker","Oracle",-22,2516,"lose"
"Venomancer","Pudge","Spectre","StormSpirit","Mirana",22,2516,"win"
"Mirana","Anti-Mage","Morphling","Alchemist","Pudge",-9,3141,"lose"
"LegionCommander","Doom","PhantomAssassin","Axe","Juggernaut",9,3141,"win"
"Beastmaster","Mirana","Enchantress","VengefulSpirit","DrowRanger",9,1457,"win"
"Weaver","Slark","Necrophos","Tiny","Huskar",-9,1457,"lose"
"Invoker","Axe","Juggernaut","Mirana","Jakiro",18,1987,"win"
"Sven","PhantomAssassin","AncientApparition","Lina","LegionCommander",-18,1987,"lose"
"Rubick","Axe","Slark","SpiritBreaker","StormSpirit",8,2904,"lose"
"NightStalker","WraithKing","Pudge","Juggernaut","Lion",-8,2904,"win"
"EmberSpirit","Lifestealer","Lion","TreantProtector","Huskar",-10,2763,"lose"
"PhantomAssassin","Juggernaut","DrowRanger","Tinker","Morphling",10,2763,"win"
"Axe","WraithKing","Viper","Necrophos","Lion",7,1634,"lose"
"Anti-Mage","Tusk","Oracle","VengefulSpirit","Mirana",-11,1638,"lose"
"Tinker","SkywrathMage","Earthshaker","Windranger","DrowRanger",11,1638,"win"
"Timbersaw","Invoker","WinterWyvern","Slark","Bloodseeker",-44,1829,"lose"
"LegionCommander","PhantomAssassin","WraithKing","Lion","Omniknight",44,1829,"win"
"Earthshaker","Slark","Windranger","Abaddon","Kunkka",-22,2640,"lose"
"SkywrathMage","ChaosKnight","SandKing","Lion","Sven",22,2640,"win"
"FacelessVoid","Tusk","LegionCommander","Enchantress","Pudge",12,3603,"lose"
"Leshrac","PhantomAssassin","Zeus","Juggernaut","Invoker",-12,3603,"win"
"Pudge","OutworldDevourer","LegionCommander","Omniknight","Windranger",13,2893,"win"
"Ursa","Slark","QueenofPain","Alchemist","Clinkz",-13,2893,"lose"
"Mirana","TreantProtector","Pudge","Slark","AncientApparition",3,2707,"lose"
"SandKing","Mirana","Kunkka","Zeus","Timbersaw",-26,3835,"win"
"Pudge","OutworldDevourer","Tidehunter","Omniknight","TrollWarlord",27,1732,"win"
"Spectre","Bloodseeker","ShadowShaman","Mirana","Invoker",-27,1732,"lose"
"Lina","PhantomAssassin","Alchemist","DeathProphet","Earthshaker",17,2541,"win"
"ShadowDemon","Meepo","WraithKing","ShadowFiend","Sniper",-17,2541,"lose"
"Riki","Tiny","Puck","Axe","CrystalMaiden",41,1831,"win"
"BountyHunter","PhantomAssassin","Sniper","DrowRanger","Huskar",-41,1831,"lose"
"Lifestealer","Pudge","Morphling","LegionCommander","ChaosKnight",-49,2769,"lose"
"Kunkka","CrystalMaiden","FacelessVoid","Magnus","Jakiro",49,2769,"win"
"PhantomAssassin","Enchantress","Doom","BountyHunter","Viper",22,2329,"win"
"Huskar","Alchemist","NyxAssassin","AncientApparition","Bloodseeker",-22,2329,"lose"
"Dazzle","Bristleback","Huskar","Slark","Mirana",24,2777,"win"
"Jakiro","Meepo","Tiny","TemplarAssassin","Alchemist",-24,2777,"lose"
"Luna","Razor","KeeperoftheLight","Pudge","Juggernaut",-39,1918,"lose"
"LegionCommander","Rubick","Nature'sProphet","BountyHunter","Invoker",39,1918,"win"
"Gyrocopter","Abaddon","Riki","LoneDruid","PhantomAssassin",4,3221,"win"
"DrowRanger","LegionCommander","Lina","Windranger","Bloodseeker",-4,3221,"lose"
"KeeperoftheLight","Mirana","Earthshaker","Dazzle","Spectre",24,2233,"win"
"Silencer","PhantomAssassin","CrystalMaiden","Slark","WraithKing",-24,2233,"lose"
"Pudge","EmberSpirit","FacelessVoid","BountyHunter","SpiritBreaker",-2,2586,"win"
"Slark","SkywrathMage","Razor","Kunkka","StormSpirit",2,2586,"lose"
"PhantomAssassin","VengefulSpirit","Earthshaker","Nature'sProphet","Spectre",-10,3117,"win"
"Kunkka","Riki","Silencer","Slark","TreantProtector",10,3117,"lose"
"SpiritBreaker","Lich","Invoker","Anti-Mage","Pugna",27,2448,"win"
"WraithKing","Phoenix","Earthshaker","Slark","Puck",-27,2448,"lose"
"Dazzle","Kunkka","Puck","Axe","Slark",-4,3143,"lose"
"QueenofPain","Riki","Juggernaut","Mirana","ShadowDemon",4,3143,"win"
"PhantomLancer","LoneDruid","DrowRanger","Rubick","Tiny",14,3421,"win"
"Axe","Jakiro","ShadowShaman","Pudge","LegionCommander",-14,3421,"lose"
"Morphling","OgreMagi","Spectre","Timbersaw","AncientApparition",-1,3145,"win"
"Razor","WitchDoctor","Oracle","Alchemist","Tidehunter",1,3145,"lose"
"LegionCommander","Slardar","Sniper","Kunkka","Slark",-31,2922,"lose"
"OutworldDevourer","ElderTitan","CrystalMaiden","Mirana","FacelessVoid",31,2922,"win"
"SkywrathMage","LegionCommander","FacelessVoid","OutworldDevourer","Nature'sProphet",-39,1658,"lose"
"CrystalMaiden","WraithKing","Bane","Sniper","Tidehunter",39,1658,"win"
"Terrorblade","Anti-Mage","ShadowDemon","SpiritBreaker","Pudge",21,2287,"win"
"Dazzle","LoneDruid","Axe","Medusa","Bloodseeker",-21,2287,"lose"
"Slark","AncientApparition","Earthshaker","Lifestealer","Tinker",7,4147,"win"
"WraithKing","Ursa","Juggernaut","SpiritBreaker","Bloodseeker",-7,4147,"lose"
"Sniper","ShadowFiend","Slark","Timbersaw","SandKing",-11,2573,"lose"
"Weaver","Bloodseeker","Invoker","DrowRanger","LegionCommander",11,2573,"win"
"WraithKing","StormSpirit","PhantomLancer","NightStalker","Undying",22,1798,"win"
"CrystalMaiden","LegionCommander","PhantomAssassin","Mirana","Juggernaut",-18,2676,"lose"
"SandKing","Magnus","Nature'sProphet","Tinker","Anti-Mage",18,2676,"win"
"Pugna","Pudge","Juggernaut","BountyHunter","DeathProphet",-11,2571,"lose"
"PhantomAssassin","WraithKing","Slark","Sniper","Earthshaker",11,2571,"win"
"CrystalMaiden","Morphling","Invoker","Pudge","Luna",7,1934,"win"
"Juggernaut","Alchemist","Axe","Bloodseeker","Sniper",7,2164,"win"
"CrystalMaiden","Io","StormSpirit","Enchantress","DrowRanger",-7,2164,"lose"
"Slark","Sniper","Pudge","Mirana","WraithKing",14,3731,"lose"
"VengefulSpirit","Anti-Mage","SkywrathMage","OutworldDevourer","LegionCommander",-14,3731,"win"
"Jakiro","Viper","Pudge","PhantomLancer","BountyHunter",-15,2317,"lose"
"PhantomAssassin","Timbersaw","Bristleback","Earthshaker","Clockwerk",32,1680,"win"
"Razor","DrowRanger","Windranger","Slark","Omniknight",-32,1680,"lose"
"Medusa","Necrophos","DrowRanger","Kunkka","PhantomAssassin",17,2227,"win"
"Invoker","DrowRanger","OgreMagi","Clockwerk","Sniper",19,1730,"win"
"Juggernaut","SpiritBreaker","Alchemist","PhantomLancer","Lion",-19,1730,"lose"
"Alchemist","OgreMagi","CentaurWarrunner","Sniper","Mirana",-22,3602,"win"
"Pudge","Spectre","Tiny","Viper","Enigma",22,3602,"lose"
"Disruptor","StormSpirit","Batrider","LegionCommander","Lifestealer",-11,2435,"lose"
"Anti-Mage","Huskar","Windranger","Pudge","Dazzle",-1,2878,"lose"
"LegionCommander","Earthshaker","DrowRanger","Necrophos","Abaddon",1,2878,"win"
"DrowRanger","Axe","Lifestealer","Invoker","Sniper",-27,3083,"lose"
"WraithKing","Kunkka","Pudge","TrollWarlord","QueenofPain",27,3083,"win"
"OgreMagi","Pudge","Gyrocopter","Medusa","OutworldDevourer",-15,2957,"lose"
"Invoker","DrowRanger","Mirana","Bane","VengefulSpirit",26,1692,"win"
"Juggernaut","Leshrac","Morphling","Lion","Slark",-26,1692,"lose"
"BountyHunter","Zeus","Omniknight","Ursa","WitchDoctor",4,3898,"lose"
"Juggernaut","Earthshaker","Axe","Anti-Mage","ShadowShaman",-4,3898,"win"
"PhantomAssassin","Lina","Windranger","Axe","Rubick",-1,2586,"lose"
"Nature'sProphet","Kunkka","Enigma","Necrophos","Sven",1,2586,"win"
"ShadowDemon","Morphling","Tidehunter","TemplarAssassin","OgreMagi",-2,3602,"win"
"Invoker","Earthshaker","FacelessVoid","Riki","Mirana",2,3602,"lose"
"CrystalMaiden","Axe","Bristleback","Tinker","Bloodseeker",-14,2072,"lose"
"PhantomAssassin","Omniknight","Clinkz","Mirana","FacelessVoid",-13,1829,"lose"
"Warlock","Anti-Mage","DragonKnight","AncientApparition","SpiritBreaker",13,1829,"win"
"Gyrocopter","Enigma","Mirana","Windranger","Timbersaw",0,0,"lose"
"PhantomAssassin","Lion","Slardar","Medusa","Clinkz",14,1828,"win"
"Slark","Undying","Sven","Razor","Invoker",10,3822,"win"
"Necrophos","WraithKing","Doom","Timbersaw","Alchemist",-10,3822,"lose"
"Juggernaut","Tinker","Pudge","Spectre","Weaver",2,3058,"win"
"LegionCommander","Invoker","Axe","Disruptor","Mirana",-2,3058,"lose"
"FacelessVoid","Sniper","Clinkz","Mirana","Chen",-15,2282,"lose"
"Anti-Mage","DrowRanger","ShadowFiend","WitchDoctor","Abaddon",15,2282,"win"
"TreantProtector","Earthshaker","Slark","AncientApparition","Mirana",-4,2622,"win"
"Invoker","Clinkz","SkywrathMage","Tusk","Rubick",4,2622,"lose"
"Phoenix","Zeus","DrowRanger","NightStalker","Morphling",29,1841,"win"
"Razor","FacelessVoid","Alchemist","Mirana","AncientApparition",-29,1841,"lose"
"Meepo","Earthshaker","Lion","PhantomLancer","OutworldDevourer",2,2668,"win"
"Beastmaster","Techies","Kunkka","Mirana","Anti-Mage",-2,2668,"lose"
"Clinkz","TrollWarlord","Mirana","Puck","ShadowFiend",-38,2126,"lose"
"Bane","Meepo","Riki","Pudge","Nature'sProphet",38,2126,"win"
"Invoker","Sniper","Pudge","NyxAssassin","Sven",9,2898,"win"
"DarkSeer","Sniper","LegionCommander","KeeperoftheLight","Tinker",-17,3589,"lose"
"Pudge","Morphling","WitchDoctor","FacelessVoid","DragonKnight",17,3589,"win"
"Omniknight","WraithKing","Invoker","Anti-Mage","QueenofPain",12,2168,"win"
"LegionCommander","Zeus","KeeperoftheLight","Magnus","Necrophos",-12,2168,"lose"
"Nature'sProphet","Tinker","Slark","Mirana","Riki",-12,2706,"lose"
"Axe","ShadowFiend","SpiritBreaker","Huskar","Anti-Mage",12,2706,"win"
"Riki","LegionCommander","Windranger","TemplarAssassin","Necrophos",-5,1726,"lose"
"Gyrocopter","Lion","SpiritBreaker","Alchemist","Nature'sProphet",5,1726,"win"
"QueenofPain","Sniper","TrollWarlord","Luna","LegionCommander",-18,3061,"lose"
"Rubick","NyxAssassin","Weaver","Jakiro","PhantomAssassin",18,3061,"win"
"Warlock","Juggernaut","Axe","Lion","Timbersaw",22,2149,"win"
"Techies","Mirana","PhantomAssassin","StormSpirit","Medusa",-22,2149,"lose"
"Disruptor","DrowRanger","Riki","Alchemist","TemplarAssassin",0,320,"lose"
"Leshrac","PhantomAssassin","LoneDruid","Jakiro","Axe",0,320,"win"
"Huskar","Alchemist","DrowRanger","PhantomAssassin","CrystalMaiden",-24,2250,"lose"
"Sniper","Pudge","Mirana","Juggernaut","Riki",24,2250,"win"
"Pudge","FacelessVoid","Silencer","QueenofPain","Enchantress",22,2712,"win"
"Mirana","Omniknight","ElderTitan","OutworldDevourer","FacelessVoid",11,1973,"win"
"Venomancer","Morphling","Chen","Lion","Puck",-11,1973,"lose"
"Mirana","CrystalMaiden","Pudge","Alchemist","LegionCommander",19,2581,"win"
"Lifestealer","SpiritBreaker","StormSpirit","TrollWarlord","Tinker",-19,2581,"lose"
"ShadowFiend","Alchemist","PhantomAssassin","Riki","SandKing",-30,1921,"lose"
"AncientApparition","DrowRanger","ShadowShaman","LegionCommander","Sven",30,1921,"win"
"Lycan","LegionCommander","PhantomAssassin","ShadowFiend","Nature'sProphet",-4,3901,"win"
"DrowRanger","Timbersaw","TrollWarlord","SpiritBreaker","Anti-Mage",9,2505,"win"
"Windranger","Sven","TreantProtector","ShadowFiend","LegionCommander",-9,2505,"lose"
"LegionCommander","Enigma","WraithKing","Invoker","Phoenix",25,2215,"win"
"Lina","Juggernaut","CrystalMaiden","TrollWarlord","SpiritBreaker",9,3591,"lose"
"Nature'sProphet","Pudge","Bloodseeker","VengefulSpirit","DrowRanger",-9,3591,"win"
"Windranger","WraithKing","Invoker","NyxAssassin","Morphling",11,3004,"win"
"AncientApparition","OgreMagi","Slark","Pudge","Clinkz",-11,3004,"lose"
"Lina","Alchemist","DrowRanger","Lion","NagaSiren",-10,2629,"lose"
"Axe","LoneDruid","AncientApparition","ChaosKnight","Slark",10,2629,"win"
"LegionCommander","Terrorblade","Slardar","Slark","CrystalMaiden",-14,3610,"win"
"Ursa","Pudge","Axe","Mirana","DrowRanger",14,3610,"lose"
"NyxAssassin","Luna","WraithKing","Axe","Timbersaw",14,1322,"win"
"PhantomAssassin","Ursa","Sniper","StormSpirit","SpiritBreaker",26,2797,"win"
"Slark","Lifestealer","Axe","DrowRanger","Bristleback",-26,2797,"lose"
"Axe","Alchemist","FacelessVoid","Abaddon","TemplarAssassin",8,2332,"win"
"Enigma","Batrider","Medusa","Puck","SpiritBreaker",-9,2782,"lose"
"Invoker","TrollWarlord","Slark","Anti-Mage","PhantomAssassin",9,2782,"win"
"Bloodseeker","Windranger","Sven","CentaurWarrunner","Juggernaut",15,2719,"win"
"Kunkka","SpiritBreaker","LegionCommander","Lina","Medusa",-15,2719,"lose"
"PhantomAssassin","Ursa","Zeus","ShadowDemon","FacelessVoid",-46,1491,"lose"
"Slark","ArcWarden","Rubick","Puck","Oracle",46,1491,"win"
"ChaosKnight","Earthshaker","EmberSpirit","PhantomLancer","Invoker",-22,2583,"lose"
"Luna","Mirana","SandKing","Axe","Pudge",22,2583,"win"
"Riki","Earthshaker","Magnus","PhantomAssassin","EmberSpirit",29,2185,"win"
"StormSpirit","CrystalMaiden","WitchDoctor","Slardar","Anti-Mage",-29,2185,"lose"
"TrollWarlord","CentaurWarrunner","Lycan","Invoker","Oracle",26,1951,"win"
"WitchDoctor","Lifestealer","Morphling","DrowRanger","PhantomLancer",-26,1951,"lose"
"Silencer","SandKing","NyxAssassin","Sniper","DarkSeer",22,2334,"win"
"Omniknight","OutworldDevourer","Sniper","Tusk","FacelessVoid",27,2705,"win"
"ElderTitan","SkywrathMage","Luna","Clinkz","Windranger",-27,2705,"lose"
"QueenofPain","Meepo","Batrider","BountyHunter","Slark",-4,2642,"win"
"Tiny","Earthshaker","Lifestealer","Pudge","Ursa",4,2642,"lose"
"ShadowFiend","Sniper","Kunkka","Necrophos","Juggernaut",-19,2773,"lose"
"PhantomAssassin","Windranger","Pudge","ChaosKnight","CrystalMaiden",19,2773,"win"
"Juggernaut","Sven","Pudge","Mirana","Ursa",5,2576,"win"
"SpiritBreaker","BountyHunter","Lifestealer","Dazzle","LegionCommander",-5,2576,"lose"
"Rubick","Windranger","Lion","NyxAssassin","Sniper",-1,3285,"lose"
"Omniknight","Luna","Ursa","EmberSpirit","ShadowFiend",1,3285,"win"
"Windranger","BountyHunter","Juggernaut","OgreMagi","ShadowFiend",13,1863,"win"
"PhantomAssassin","CrystalMaiden","EarthSpirit","Timbersaw","Invoker",-13,1863,"lose"
"Alchemist","Silencer","Invoker","NagaSiren","Gyrocopter",-10,2231,"lose"
"ShadowShaman","Juggernaut","TrollWarlord","Tinker","Timbersaw",10,2231,"win"
"Necrophos","Mirana","Timbersaw","Meepo","Axe",26,1647,"win"
"Venomancer","Razor","Luna","QueenofPain","Magnus",18,2087,"win"
"Lion","WraithKing","Tidehunter","Bloodseeker","Viper",-18,2087,"lose"
"PhantomAssassin","Tusk","Alchemist","BountyHunter","Terrorblade",-1,3714,"win"
"SpiritBreaker","Lifestealer","QueenofPain","Slark","DrowRanger",1,3714,"lose"
"FacelessVoid","Undying","ShadowFiend","Meepo","SpiritBreaker",15,1890,"win"
"Silencer","WraithKing","VengefulSpirit","Slark","Kunkka",-15,1890,"lose"
"Rubick","Riki","SpiritBreaker","PhantomAssassin","Earthshaker",-95,2210,"lose"
"VengefulSpirit","Zeus","ShadowFiend","WraithKing","ChaosKnight",95,2210,"win"
"Medusa","Slardar","OgreMagi","Lion","DrowRanger",22,1931,"win"
"Mirana","Kunkka","Pudge","DeathProphet","Tinker",-22,1931,"lose"
"Riki","Slardar","DragonKnight","Earthshaker","Silencer",33,2195,"win"
"NagaSiren","Axe","Viper","Lina","Huskar",-33,2195,"lose"
"Pudge","Lich","Mirana","DeathProphet","ChaosKnight",-28,2966,"lose"
"EmberSpirit","Earthshaker","Enigma","Ursa","Axe",28,2966,"win"
"Windranger","NightStalker","LegionCommander","Omniknight","Slark",-1,116,"lose"
"Earthshaker","Disruptor","Pudge","Spectre","DrowRanger",32,2567,"win"
"Axe","Sniper","Slark","Rubick","Lifestealer",-32,2567,"lose"
"CrystalMaiden","Broodmother","Tinker","Visage","LegionCommander",17,2809,"win"
"CentaurWarrunner","Morphling","Disruptor","DrowRanger","SpiritBreaker",-17,2809,"lose"
"PhantomLancer","Zeus","Sniper","Weaver","VengefulSpirit",23,2268,"win"
"PhantomAssassin","Mirana","Lifestealer","SpiritBreaker","Axe",16,2007,"win"
"Bristleback","CrystalMaiden","Pudge","Dazzle","FacelessVoid",-36,2157,"lose"
"Jakiro","Pugna","Weaver","Invoker","Sven",36,2157,"win"
"Kunkka","Timbersaw","Spectre","Pudge","Riki",32,2512,"win"
"Venomancer","PhantomAssassin","WinterWyvern","Gyrocopter","Invoker",-32,2512,"lose"
"Brewmaster","Razor","Undying","Spectre","ShadowFiend",6,2856,"win"
"Tinker","LegionCommander","Bloodseeker","Slark","Timbersaw",-6,2856,"lose"
"Huskar","Mirana","Invoker","Pudge","Axe",19,1755,"win"
"ElderTitan","ShadowDemon","Anti-Mage","SandKing","Zeus",-19,1755,"lose"
"Huskar","Juggernaut","Tiny","Techies","KeeperoftheLight",0,2728,"lose"
"Lion","Tinker","BountyHunter","DrowRanger","Windranger",0,2728,"win"
"ChaosKnight","ArcWarden","Weaver","NyxAssassin","Viper",11,2888,"win"
"Riki","WraithKing","Necrophos","PhantomAssassin","Bloodseeker",-11,2888,"lose"
